date,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation
2022-01-01 04:00:00+00:00,7.5225,6.268899,0.0,3.0,4.198285,8.311245
2022-01-01 05:00:00+00:00,7.6725,6.313403,0.0,3.0,5.0911684,11.440978
2022-01-01 06:00:00+00:00,7.7725,6.568472,0.0,3.0,4.198285,8.4042845
2022-01-01 07:00:00+00:00,7.4725,5.877776,0.0,3.0,6.3690495,9.360001
2022-01-01 08:00:00+00:00,7.4225,6.0538406,0.1,51.0,4.73506,8.714677
2022-01-01 09:00:00+00:00,7.6225,5.6684523,0.1,51.0,9.085988,16.73516
2022-01-01 10:00:00+00:00,8.1725,6.6006136,1.1,55.0,7.4128532,16.454008
2022-01-01 11:00:00+00:00,8.3725,7.1813507,1.1,55.0,5.154415,14.404499
2022-01-01 12:00:00+00:00,7.9725,7.0208483,0.5,53.0,2.8116899,2.1897945
2022-01-01 13:00:00+00:00,9.1225,7.8782473,0.7,53.0,6.8777895,11.298495
2022-01-01 14:00:00+00:00,9.6225,8.36664,0.7,53.0,7.9932976,14.241629
2022-01-01 15:00:00+00:00,9.9225,8.388308,0.8,53.0,10.383987,19.107151
2022-01-01 16:00:00+00:00,10.9725,9.592519,0.5,53.0,11.019764,20.696087
2022-01-01 17:00:00+00:00,11.1725,9.630999,0.6,53.0,12.538134,22.545315
2022-01-01 18:00:00+00:00,11.4225,10.399311,0.8,53.0,9.504272,19.319628
2022-01-01 19:00:00+00:00,11.5725,10.621353,0.4,51.0,9.220499,17.49615
2022-01-01 20:00:00+00:00,11.3725,10.619188,0.1,51.0,7.653705,16.87398
2022-01-01 21:00:00+00:00,10.9225,10.333375,0.3,51.0,5.904439,9.693296
2022-01-01 22:00:00+00:00,10.2725,9.944039,1.4,61.0,2.9024127,3.0758414
2022-01-01 23:00:00+00:00,10.0725,9.62561,0.8,53.0,3.319036,4.6938252
2022-01-02 00:00:00+00:00,9.2725,8.421544,1.7,61.0,4.5536795,4.5820518
2022-01-02 01:00:00+00:00,10.5725,9.846314,1.2,55.0,6.130579,10.853866
2022-01-02 02:00:00+00:00,10.5725,9.698554,1.2,55.0,7.24486,14.759999
2022-01-02 03:00:00+00:00,10.7225,9.037915,3.3,63.0,12.904882,23.933907
2022-01-02 04:00:00+00:00,10.4725,7.7291393,9.1,65.0,19.164719,31.667723
2022-01-02 05:00:00+00:00,10.4725,7.509783,7.8,65.0,20.570463,38.1617
2022-01-02 06:00:00+00:00,10.1225,8.326978,0.1,51.0,11.503113,16.595179
2022-01-02 07:00:00+00:00,9.5225,7.622403,0.1,51.0,11.841756,22.91026
2022-01-02 08:00:00+00:00,9.5225,7.6159105,0.5,53.0,11.792404,21.67487
2022-01-02 09:00:00+00:00,9.5725,8.198052,0.1,51.0,8.049845,18.556595
2022-01-02 10:00:00+00:00,9.2225,8.211567,0.2,51.0,5.00128,12.096214
2022-01-02 11:00:00+00:00,8.6225,7.562709,0.0,3.0,4.6102495,9.085988
2022-01-02 12:00:00+00:00,8.9225,8.0264015,0.0,3.0,4.2136917,4.5536795
2022-01-02 13:00:00+00:00,10.1725,9.799601,0.0,3.0,2.8116899,2.5455842
2022-01-02 14:00:00+00:00,10.6225,9.899865,0.0,3.0,5.8048253,8.942214
2022-01-02 15:00:00+00:00,11.6225,10.172285,0.0,3.0,11.808878,15.496736
2022-01-02 16:00:00+00:00,12.1225,10.3004,0.0,3.0,14.982228,21.30093
2022-01-02 17:00:00+00:00,12.9725,11.038831,0.0,3.0,16.595179,22.930048
2022-01-02 18:00:00+00:00,13.6225,11.198116,0.0,3.0,19.852295,28.551426
2022-01-02 19:00:00+00:00,12.6725,10.712755,0.0,3.0,14.689588,21.175837
2022-01-02 20:00:00+00:00,12.0725,9.715971,0.0,3.0,15.349684,22.691423
2022-01-02 21:00:00+00:00,11.0225,7.6567707,0.0,3.0,18.59845,28.510544
2022-01-02 22:00:00+00:00,8.8725,4.5054703,0.0,2.0,21.129883,33.60171
2022-01-02 23:00:00+00:00,7.4725,2.3761702,0.0,3.0,22.42427,33.864883
2022-01-03 00:00:00+00:00,6.1725,0.97726107,0.0,3.0,24.774696,39.254856
2022-01-03 01:00:00+00:00,4.8725,-1.1220698,0.0,2.0,26.562046,39.152378
2022-01-03 02:00:00+00:00,3.4725,-2.4037833,0.0,3.0,22.90743,34.30594
2022-01-03 03:00:00+00:00,2.6725001,-2.9536278,0.0,2.0,19.826164,29.301876
2022-01-03 04:00:00+00:00,2.0225,-3.44729,0.0,1.0,18.218275,27.047956
2022-01-03 05:00:00+00:00,1.6225001,-3.709321,0.0,2.0,16.904673,24.490585
2022-01-03 06:00:00+00:00,1.2725,-4.19257,0.0,2.0,17.533146,24.826952
2022-01-03 07:00:00+00:00,0.8725,-4.4225264,0.0,3.0,16.055353,22.55106
2022-01-03 08:00:00+00:00,0.5725,-4.8572574,0.0,3.0,16.676977,23.157824
2022-01-03 09:00:00+00:00,0.27249998,-5.0520096,0.0,3.0,15.856356,21.647945
2022-01-03 10:00:00+00:00,-0.1275,-5.641328,0.0,3.0,16.58346,22.702845
2022-01-03 11:00:00+00:00,-0.7275,-6.8388877,0.0,3.0,19.694992,27.210379
2022-01-03 12:00:00+00:00,0.42249995,-5.470349,0.0,3.0,19.852295,27.475807
2022-01-03 13:00:00+00:00,-0.2775,-6.675374,0.0,3.0,21.659918,29.869154
2022-01-03 14:00:00+00:00,-0.9275,-7.4097896,0.0,3.0,21.485697,29.834423
2022-01-03 15:00:00+00:00,-1.5775,-8.424056,0.0,71.0,23.576563,33.04361
2022-01-03 16:00:00+00:00,-2.1275,-8.822992,0.0,73.0,22.657131,31.311722
2022-01-03 17:00:00+00:00,-2.5275,-9.356073,0.0,73.0,23.664352,32.305862
2022-01-03 18:00:00+00:00,-2.7775,-10.183962,0.0,73.0,27.698952,37.936893
2022-01-03 19:00:00+00:00,-2.6775,-9.955341,0.0,73.0,27.038372,37.14286
2022-01-03 20:00:00+00:00,-2.4775,-9.282441,0.0,71.0,23.770906,33.151287
2022-01-03 21:00:00+00:00,-2.5774999,-10.472041,0.0,71.0,30.855171,43.810684
2022-01-03 22:00:00+00:00,-2.7775,-9.849461,0.0,3.0,24.609364,35.010807
2022-01-03 23:00:00+00:00,-2.9775,-10.484098,0.0,3.0,27.021591,39.246605
2022-01-04 00:00:00+00:00,-2.6775,-9.887054,0.0,1.0,25.364037,36.17955
2022-01-04 01:00:00+00:00,-2.9775,-9.583698,0.0,0.0,21.288757,31.035257
2022-01-04 02:00:00+00:00,-3.6775,-9.599456,0.0,0.0,16.87398,27.698952
2022-01-04 03:00:00+00:00,-4.2775,-10.190344,0.0,0.0,16.854767,26.867676
2022-01-04 04:00:00+00:00,-4.7775,-10.994707,0.0,0.0,18.455048,28.916763
2022-01-04 05:00:00+00:00,-5.4275,-12.178467,0.0,0.0,21.413193,32.36398
2022-01-04 06:00:00+00:00,-5.8775,-12.3623905,0.0,0.0,19.483284,29.62518
2022-01-04 07:00:00+00:00,-6.1275,-12.167782,0.0,0.0,16.434305,25.43802
2022-01-04 08:00:00+00:00,-6.2775,-12.348129,0.0,0.0,16.676977,25.189713
2022-01-04 09:00:00+00:00,-6.4775,-12.266058,0.0,0.0,14.77755,22.66857
2022-01-04 10:00:00+00:00,-6.5775,-12.229817,0.0,0.0,13.896187,21.175837
2022-01-04 11:00:00+00:00,-6.5775,-12.029062,0.0,0.0,12.682018,19.770523
2022-01-04 12:00:00+00:00,-6.1275,-11.872637,0.0,0.0,14.8257065,20.140705
2022-01-04 13:00:00+00:00,-6.0775,-11.147015,0.0,0.0,10.365251,14.24163
2022-01-04 14:00:00+00:00,-4.9775,-9.584136,0.0,0.0,7.172949,9.449572
2022-01-04 15:00:00+00:00,-3.7775,-8.019594,0.0,0.0,4.6938257,5.692099
2022-01-04 16:00:00+00:00,-2.2775,-6.673682,0.0,0.0,5.771239,7.2805495
2022-01-04 17:00:00+00:00,-0.8775,-5.236343,0.0,0.0,5.634891,6.9527545
2022-01-04 18:00:00+00:00,-0.0775,-4.22101,0.0,0.0,5.3999996,6.3690495
2022-01-04 19:00:00+00:00,0.47249997,-4.595689,0.0,1.0,12.43434,15.137133
2022-01-04 20:00:00+00:00,0.6225,-4.4749465,0.0,1.0,13.049689,16.75064
2022-01-04 21:00:00+00:00,0.3225,-4.213054,0.0,0.0,9.693296,16.58346
2022-01-04 22:00:00+00:00,-0.9775,-5.354842,0.0,0.0,9.360001,21.434364
2022-01-04 23:00:00+00:00,-0.7275,-5.481731,0.0,0.0,12.413477,25.872456
2022-01-05 00:00:00+00:00,-0.6275,-4.8298483,0.0,1.0,9.449572,20.65848
2022-01-05 01:00:00+00:00,-1.1274999,-5.4769983,0.0,1.0,10.383987,22.473343
2022-01-05 02:00:00+00:00,-1.4275,-5.7313027,0.0,1.0,10.144082,21.924562
2022-01-05 03:00:00+00:00,-1.8275,-6.0861516,0.0,0.0,9.983106,20.929594
2022-01-05 04:00:00+00:00,-2.0275,-6.4470544,0.0,0.0,11.27553,22.314194
2022-01-05 05:00:00+00:00,-2.1275,-6.918079,0.0,0.0,13.896187,25.620771
2022-01-05 06:00:00+00:00,-1.9775,-7.4814973,0.0,1.0,17.76081,31.205997
2022-01-05 07:00:00+00:00,-1.8774999,-6.641808,0.0,1.0,13.0447235,26.61323
2022-01-05 08:00:00+00:00,-1.8275,-6.255375,0.0,1.0,11.681987,25.189713
2022-01-05 09:00:00+00:00,-1.5775,-5.521425,0.0,1.0,9.178235,22.065973
2022-01-05 10:00:00+00:00,-1.2774999,-4.9688406,0.0,2.0,8.049845,20.898613
2022-01-05 11:00:00+00:00,-0.9775,-4.5900755,0.0,3.0,8.049845,20.633371
2022-01-05 12:00:00+00:00,0.22249998,-4.0382714,0.0,3.0,12.7279215,24.985659
2022-01-05 13:00:00+00:00,0.9725,-2.596654,0.0,3.0,9.0,20.929594
2022-01-05 14:00:00+00:00,2.0225,-2.0926814,0.1,51.0,13.513193,24.72495
2022-01-05 15:00:00+00:00,2.4225001,-1.6748271,0.1,51.0,13.18308,26.712873
2022-01-05 16:00:00+00:00,3.2725,-0.38305783,0.1,51.0,10.787993,27.534704
2022-01-05 17:00:00+00:00,4.0725,-0.6126671,0.0,3.0,19.483284,34.45672
2022-01-05 18:00:00+00:00,5.2725,0.7255459,0.0,2.0,20.523157,35.97299
2022-01-05 19:00:00+00:00,6.4725,2.6015902,0.0,1.0,17.58481,35.008957
2022-01-05 20:00:00+00:00,6.9725,2.315555,0.0,2.0,22.97522,36.941685
2022-01-05 21:00:00+00:00,6.4725,1.9285507,0.0,3.0,21.437386,36.47388
2022-01-05 22:00:00+00:00,5.3725,1.2069235,0.0,3.0,17.713316,32.957207
2022-01-05 23:00:00+00:00,4.7225,0.87244654,0.0,1.0,15.03835,29.568253
2022-01-06 00:00:00+00:00,4.5225,1.6421752,0.0,0.0,9.290511,22.725668
2022-01-06 01:00:00+00:00,3.2225,0.14693975,0.0,0.0,9.227524,23.18579
2022-01-06 02:00:00+00:00,2.2725,-0.89287376,0.0,1.0,8.766573,23.068108
2022-01-06 03:00:00+00:00,1.6725,-1.5513635,0.0,1.0,8.427383,22.66857
2022-01-06 04:00:00+00:00,1.4725001,-1.7836947,0.0,1.0,8.427383,22.33161
2022-01-06 05:00:00+00:00,1.4725001,-2.1306424,0.0,1.0,10.587917,24.590923
2022-01-06 06:00:00+00:00,1.3725001,-2.4437242,0.0,2.0,11.726277,26.415268
2022-01-06 07:00:00+00:00,1.3225,-2.9100213,0.0,1.0,14.264361,30.141266
2022-01-06 08:00:00+00:00,1.3225,-2.735622,0.0,0.0,12.605142,28.551426
2022-01-06 09:00:00+00:00,1.1725,-3.0943108,0.0,0.0,13.684735,29.947151
2022-01-06 10:00:00+00:00,1.5225,-3.4009318,0.0,0.0,17.414476,34.404022
2022-01-06 11:00:00+00:00,1.2225001,-3.9809122,0.0,0.0,17.81909,33.326748
2022-01-06 12:00:00+00:00,1.9725001,-3.4710455,0.0,1.0,19.134262,33.449017
2022-01-06 13:00:00+00:00,1.3725001,-4.0184975,0.0,1.0,17.64,31.06239
2022-01-06 14:00:00+00:00,1.8225,-3.5988572,0.0,1.0,17.339897,27.0024
2022-01-06 15:00:00+00:00,2.6725001,-3.1860852,0.0,1.0,18.888851,25.2924
2022-01-06 16:00:00+00:00,3.3725,-2.6900883,0.0,1.0,19.813087,26.282465
2022-01-06 17:00:00+00:00,3.8225002,-2.2043118,0.0,1.0,19.45333,25.562534
2022-01-06 18:00:00+00:00,4.1225,-1.7952003,0.0,0.0,18.733839,24.162945
2022-01-06 19:00:00+00:00,4.1225,-1.4308212,0.0,1.0,16.263872,20.991426
2022-01-06 20:00:00+00:00,3.7725,-1.1360676,0.0,1.0,11.928989,15.226764
2022-01-06 21:00:00+00:00,2.9225001,-1.3617613,0.0,1.0,8.4042845,14.417988
2022-01-06 22:00:00+00:00,1.2725,-3.119286,0.0,1.0,9.659814,21.068459
2022-01-06 23:00:00+00:00,0.5225,-4.1189137,0.0,2.0,11.304229,24.50381
2022-01-07 00:00:00+00:00,0.072500005,-3.7472596,0.0,3.0,6.2145634,12.261158
2022-01-07 01:00:00+00:00,0.022499993,-3.498082,0.0,3.0,3.6179552,7.5942073
2022-01-07 02:00:00+00:00,-0.0775,-3.3262753,0.0,3.0,2.16,2.2768397
2022-01-07 03:00:00+00:00,-0.1275,-3.9706283,0.0,3.0,6.4096174,8.534353
2022-01-07 04:00:00+00:00,-0.2775,-4.504116,0.0,71.0,9.360001,15.379206
2022-01-07 05:00:00+00:00,-0.6775,-5.6345625,0.0,71.0,14.404499,25.364037
2022-01-07 06:00:00+00:00,-0.82750005,-5.965893,0.0,71.0,16.595179,30.432245
2022-01-07 07:00:00+00:00,-0.8775,-5.8095226,0.0,73.0,15.379206,22.97522
2022-01-07 08:00:00+00:00,-1.3275,-6.288324,0.0,75.0,15.778516,22.493519
2022-01-07 09:00:00+00:00,-1.7774999,-7.1135798,0.0,75.0,18.59845,27.475807
2022-01-07 10:00:00+00:00,-1.9775,-7.1449594,0.0,75.0,17.31746,24.098497
2022-01-07 11:00:00+00:00,-1.9275,-6.981954,0.0,75.0,16.75064,23.266697
2022-01-07 12:00:00+00:00,-1.5775,-7.124129,0.0,73.0,20.466246,30.027107
2022-01-07 13:00:00+00:00,-2.2275,-7.7354364,0.0,73.0,19.406637,29.74306
2022-01-07 14:00:00+00:00,-2.1775,-7.643199,0.0,71.0,18.837324,29.793125
2022-01-07 15:00:00+00:00,-1.4775,-6.500006,0.0,1.0,16.1198,26.865265
2022-01-07 16:00:00+00:00,-0.8775,-7.387688,0.0,0.0,25.49908,39.152378
2022-01-07 17:00:00+00:00,-0.52750003,-7.1231956,0.0,0.0,25.460936,39.756783
2022-01-07 18:00:00+00:00,-0.32750002,-6.734967,0.0,0.0,23.993399,37.868507
2022-01-07 19:00:00+00:00,-0.4275,-6.7024918,0.0,0.0,22.7057,37.35683
2022-01-07 20:00:00+00:00,-0.77750003,-7.2225266,0.0,0.0,23.18579,38.64764
2022-01-07 21:00:00+00:00,-1.4775,-7.511469,0.0,1.0,20.056877,35.785156
2022-01-07 22:00:00+00:00,-2.3274999,-8.315989,0.0,1.0,19.386593,36.08091
2022-01-07 23:00:00+00:00,-2.8274999,-9.296469,0.0,0.0,22.226902,39.606544
2022-01-08 00:00:00+00:00,-2.7775,-9.456493,0.0,0.0,24.033876,39.061245
2022-01-08 01:00:00+00:00,-3.8775,-10.221853,0.0,0.0,21.288757,37.63679
2022-01-08 02:00:00+00:00,-4.8275,-10.618063,0.0,1.0,17.462782,32.217484
2022-01-08 03:00:00+00:00,-5.6775,-11.165571,0.0,0.0,15.496736,30.190672
2022-01-08 04:00:00+00:00,-6.0775,-11.753696,0.0,1.0,16.62249,31.845247
2022-01-08 05:00:00+00:00,-5.7275,-12.05895,0.0,0.0,20.799152,37.35683
2022-01-08 06:00:00+00:00,-5.9775,-12.307185,0.0,0.0,20.65848,36.233242
2022-01-08 07:00:00+00:00,-6.6275,-12.903815,0.0,0.0,20.140705,34.82895
2022-01-08 08:00:00+00:00,-7.1275,-13.094831,0.0,0.0,17.873556,31.75355
2022-01-08 09:00:00+00:00,-7.6275,-12.948571,0.0,0.0,13.392774,26.739542
2022-01-08 10:00:00+00:00,-8.4275,-13.113758,0.0,0.0,9.360001,21.533897
2022-01-08 11:00:00+00:00,-8.9275,-13.583293,0.0,0.0,9.0,20.570463
2022-01-08 12:00:00+00:00,-7.7775,-13.266461,0.0,0.0,15.281989,25.683926
2022-01-08 13:00:00+00:00,-8.0775,-13.565592,0.0,0.0,14.986553,30.25928
2022-01-08 14:00:00+00:00,-7.5775,-13.080391,0.0,0.0,14.986553,30.353355
2022-01-08 15:00:00+00:00,-6.5775,-11.705114,0.0,0.0,12.313894,22.961115
2022-01-08 16:00:00+00:00,-5.6775,-10.246542,0.0,0.0,8.435069,15.408671
2022-01-08 17:00:00+00:00,-4.9275,-9.304739,0.0,0.0,7.145796,13.104198
2022-01-08 18:00:00+00:00,-4.1775002,-8.644604,0.0,0.0,7.7879906,13.896187
2022-01-08 19:00:00+00:00,-4.0775,-8.159864,0.0,0.0,5.4833565,11.435313
2022-01-08 20:00:00+00:00,-4.1775002,-8.479118,0.0,0.0,6.28713,6.87779
2022-01-08 21:00:00+00:00,-2.5774999,-6.9061947,0.0,0.0,6.28713,6.9153743
2022-01-08 22:00:00+00:00,-5.8275,-10.584452,0.0,0.0,9.36,10.308831
2022-01-08 23:00:00+00:00,-5.3275,-10.065477,0.0,0.0,10.464798,12.864649
2022-01-09 00:00:00+00:00,-5.7775,-10.711578,0.0,0.0,12.661564,18.455048
2022-01-09 01:00:00+00:00,-4.7775,-9.250832,0.0,0.0,9.659814,23.34455
2022-01-09 02:00:00+00:00,-4.5275,-9.197813,0.0,0.0,11.298495,26.260265
2022-01-09 03:00:00+00:00,-4.5275,-9.170659,0.0,0.0,11.177405,25.501621
2022-01-09 04:00:00+00:00,-4.4275,-9.200635,0.0,0.0,12.10157,26.081993
2022-01-09 05:00:00+00:00,-4.8275,-9.933106,0.0,1.0,14.05845,29.237675
2022-01-09 06:00:00+00:00,-5.0275,-10.154991,0.0,0.0,14.113652,28.51282
2022-01-09 07:00:00+00:00,-4.6775,-9.709966,0.0,1.0,13.684735,29.354904
2022-01-09 08:00:00+00:00,-4.0775,-8.94813,0.0,2.0,13.104198,28.082308
2022-01-09 09:00:00+00:00,-2.5774999,-7.7325783,0.0,2.0,16.394829,31.404713
2022-01-09 10:00:00+00:00,-2.0775,-7.5013504,0.0,2.0,18.709612,33.71338
2022-01-09 11:00:00+00:00,-1.3275,-6.62064,0.0,3.0,18.472595,31.056128
2022-01-09 12:00:00+00:00,-0.6775,-5.5180755,0.0,3.0,16.516901,26.427528
2022-01-09 13:00:00+00:00,-0.027500004,-4.886716,0.0,3.0,16.645864,27.416782
2022-01-09 14:00:00+00:00,0.6225,-5.102759,0.0,3.0,22.539564,33.818928
2022-01-09 15:00:00+00:00,1.0725,-4.5732164,0.0,3.0,21.767351,35.281837
2022-01-09 16:00:00+00:00,1.3225,-4.3866673,0.2,51.0,22.476227,36.367126
2022-01-09 17:00:00+00:00,1.8225,-4.0577474,0.2,51.0,24.023088,38.85666
2022-01-09 18:00:00+00:00,2.2725,-2.888019,0.2,51.0,19.914215,34.882866
2022-01-09 19:00:00+00:00,2.7725,-2.1434884,0.2,51.0,19.376562,33.697998
2022-01-09 20:00:00+00:00,2.9725,-1.7902503,0.6,53.0,19.09358,33.933697
2022-01-09 21:00:00+00:00,3.1725001,-0.9442239,0.3,51.0,15.349684,29.964457
2022-01-09 22:00:00+00:00,3.2225,-0.42763948,0.3,51.0,12.682018,27.41678
2022-01-09 23:00:00+00:00,3.5725,-0.10236168,0.6,53.0,13.584932,28.533264
2022-01-10 00:00:00+00:00,2.7225,-1.1692069,0.9,53.0,14.578888,30.05515
2022-01-10 01:00:00+00:00,3.2725,-0.79745317,0.7,53.0,16.418526,30.222849
2022-01-10 02:00:00+00:00,3.5225,-0.62223005,0.7,53.0,17.057314,32.072342
2022-01-10 03:00:00+00:00,3.9225001,-0.34465623,0.1,51.0,17.771753,32.058193
2022-01-10 04:00:00+00:00,4.0725,-0.6050477,0.0,3.0,20.275383,35.452232
2022-01-10 05:00:00+00:00,3.8225002,-0.72229743,0.0,2.0,18.998316,32.730316
2022-01-10 06:00:00+00:00,3.0225,-2.1487138,0.0,1.0,20.808498,34.488674
2022-01-10 07:00:00+00:00,1.6725,-4.364911,0.0,2.0,25.006397,40.946735
2022-01-10 08:00:00+00:00,-0.2775,-6.873989,0.0,1.0,26.282465,42.056873
2022-01-10 09:00:00+00:00,-1.6274999,-8.103495,0.0,1.0,24.014996,40.223457
2022-01-10 10:00:00+00:00,-2.5774999,-9.257902,0.0,0.0,24.014996,39.966484
2022-01-10 11:00:00+00:00,-3.6775,-10.359378,0.0,1.0,23.441502,38.18716
2022-01-10 12:00:00+00:00,-2.1775,-8.205109,0.0,0.0,19.228851,31.712708
2022-01-10 13:00:00+00:00,-2.4775,-8.2269535,0.0,0.0,17.10284,27.333935
2022-01-10 14:00:00+00:00,-2.0775,-8.360191,0.0,0.0,20.018072,28.167557
2022-01-10 15:00:00+00:00,-2.0275,-9.2099285,0.0,0.0,25.076267,33.46451
2022-01-10 16:00:00+00:00,-1.8275,-8.926288,0.0,0.0,24.482647,32.399998
2022-01-10 17:00:00+00:00,-1.4775,-8.368116,0.0,0.0,22.97522,30.385365
2022-01-10 18:00:00+00:00,-1.1775,-7.6208043,0.0,0.0,19.770523,25.959969
2022-01-10 19:00:00+00:00,-0.9775,-7.689721,0.0,0.0,21.575987,27.859905
2022-01-10 20:00:00+00:00,-1.2774999,-7.8446255,0.0,0.0,20.65848,27.475807
2022-01-10 21:00:00+00:00,-1.9275,-8.190286,0.0,0.0,18.455048,26.208395
2022-01-10 22:00:00+00:00,-3.2275,-8.514167,0.0,0.0,12.324414,23.42491
2022-01-10 23:00:00+00:00,-4.0275,-9.975692,0.0,0.0,17.208603,29.655787
2022-01-11 00:00:00+00:00,-3.7775,-9.556931,0.0,0.0,16.516901,26.983194
2022-01-11 01:00:00+00:00,-3.8775,-9.707251,0.0,1.0,16.766108,28.766228
2022-01-11 02:00:00+00:00,-3.8775,-10.0186825,0.0,0.0,18.532133,31.035257
2022-01-11 03:00:00+00:00,-3.8274999,-10.252618,0.0,0.0,20.172853,32.809414
2022-01-11 04:00:00+00:00,-4.2275,-10.713184,0.0,0.0,20.545246,33.353954
2022-01-11 05:00:00+00:00,-4.5275,-11.092882,0.0,0.0,20.945072,33.326744
2022-01-11 06:00:00+00:00,-5.3275,-12.824972,0.0,0.0,26.749235,41.305977
2022-01-11 07:00:00+00:00,-6.2775,-13.9056635,0.0,0.0,27.103003,40.571537
2022-01-11 08:00:00+00:00,-6.9775,-14.73678,0.0,1.0,28.001427,41.251034
2022-01-11 09:00:00+00:00,-7.8275,-15.250708,0.0,0.0,25.455843,36.719997
2022-01-11 10:00:00+00:00,-8.4275,-15.404366,0.0,1.0,22.226902,32.058197
2022-01-11 11:00:00+00:00,-8.4775,-15.732342,0.0,1.0,24.162947,33.818928
2022-01-11 12:00:00+00:00,-7.8775,-15.442338,0.0,2.0,26.31942,35.72898
2022-01-11 13:00:00+00:00,-8.6775,-16.098991,0.0,0.0,25.02971,34.20568
2022-01-11 14:00:00+00:00,-8.5775,-15.856031,0.0,0.0,24.063513,31.991425
2022-01-11 15:00:00+00:00,-8.1775,-15.166119,0.0,0.0,22.104116,28.8
2022-01-11 16:00:00+00:00,-7.5275,-14.554051,0.0,0.0,22.065973,28.257132
2022-01-11 17:00:00+00:00,-7.3275,-13.891156,0.0,0.0,18.971008,24.066206
2022-01-11 18:00:00+00:00,-6.6775,-13.06332,0.0,0.0,17.673029,22.565422
2022-01-11 19:00:00+00:00,-6.3275,-12.537872,0.0,0.0,16.418526,20.746122
2022-01-11 20:00:00+00:00,-6.1275,-12.126456,0.0,0.0,14.84318,19.174856
2022-01-11 21:00:00+00:00,-6.2775,-12.253592,0.0,0.0,14.529915,19.09358
2022-01-11 22:00:00+00:00,-6.7775,-12.066254,0.0,0.0,9.793059,16.870138
2022-01-11 23:00:00+00:00,-7.0275,-11.847609,0.0,0.0,6.638072,12.413476
2022-01-12 00:00:00+00:00,-7.2275,-11.7251835,0.0,0.0,4.6102495,7.491114
2022-01-12 01:00:00+00:00,-8.0275,-12.337099,0.0,0.0,3.396233,6.439876
2022-01-12 02:00:00+00:00,-7.8775,-12.21195,0.0,0.0,3.671294,7.342588
2022-01-12 03:00:00+00:00,-7.5775,-12.035254,0.0,0.0,4.6800003,8.891344
2022-01-12 04:00:00+00:00,-7.4275,-12.181313,0.0,0.0,6.9247384,11.753877
2022-01-12 05:00:00+00:00,-7.0775,-12.539327,0.0,1.0,12.10157,18.720001
2022-01-12 06:00:00+00:00,-6.9275,-12.487282,0.0,1.0,13.1041975,20.056877
2022-01-12 07:00:00+00:00,-6.8275,-12.835674,0.0,1.0,16.516901,24.606731
2022-01-12 08:00:00+00:00,-6.6275,-12.841835,0.0,1.0,18.11841,27.345785
2022-01-12 09:00:00+00:00,-6.5275,-12.501756,0.0,0.0,16.746773,25.759504
2022-01-12 10:00:00+00:00,-6.2275,-12.21409,0.0,0.0,17.22742,27.36947
2022-01-12 11:00:00+00:00,-5.7275,-11.551297,0.0,0.0,16.746773,27.36947
2022-01-12 12:00:00+00:00,-4.8775,-10.849312,0.0,0.0,18.678415,29.47826
2022-01-12 13:00:00+00:00,-4.3275,-9.991749,0.0,0.0,16.87398,29.882166
2022-01-12 14:00:00+00:00,-2.4775,-8.366951,0.0,1.0,18.089775,26.260265
2022-01-12 15:00:00+00:00,-0.7275,-7.061082,0.0,1.0,21.30093,29.268686
2022-01-12 16:00:00+00:00,0.82249993,-5.5823417,0.0,1.0,21.986542,29.6383
2022-01-12 17:00:00+00:00,2.0725,-4.1780386,0.0,1.0,21.129883,28.001427
2022-01-12 18:00:00+00:00,3.1225,-2.8182206,0.0,1.0,19.09358,25.455843
2022-01-12 19:00:00+00:00,4.4225,-1.4751968,0.0,0.0,18.947083,24.798225
2022-01-12 20:00:00+00:00,4.6225,-1.0504804,0.0,0.0,17.49615,23.78453
2022-01-12 21:00:00+00:00,3.4725,-1.6196213,0.0,0.0,14.20062,25.992401
2022-01-12 22:00:00+00:00,1.1225001,-3.6384664,0.0,0.0,12.599998,28.856194
2022-01-12 23:00:00+00:00,0.27249998,-4.3861146,0.0,1.0,11.966954,28.551426
2022-01-13 00:00:00+00:00,-0.2275,-4.5116158,0.0,1.0,10.464797,24.703974
2022-01-13 01:00:00+00:00,-0.82750005,-5.0406656,0.0,1.0,9.449572,24.798225
2022-01-13 02:00:00+00:00,-1.6274999,-5.759466,0.0,1.0,8.854829,23.4
2022-01-13 03:00:00+00:00,-2.6275,-6.6415157,0.0,1.0,7.8625183,19.694992
2022-01-13 04:00:00+00:00,-3.1775,-7.379482,0.0,1.0,9.007196,17.015474
2022-01-13 05:00:00+00:00,-2.3274999,-6.3489466,0.0,1.0,7.5942073,12.959999
2022-01-13 06:00:00+00:00,-1.6775,-5.3539476,0.0,3.0,5.8048253,9.72
2022-01-13 07:00:00+00:00,-2.8274999,-6.3965774,0.0,2.0,5.634891,6.9527545
2022-01-13 08:00:00+00:00,-3.3274999,-7.110421,0.0,2.0,7.10031,6.9153743
2022-01-13 09:00:00+00:00,-3.2275,-7.1149797,0.0,2.0,7.8954163,8.225035
2022-01-13 10:00:00+00:00,-3.2275,-7.104734,0.0,1.0,7.9036193,11.620809
2022-01-13 11:00:00+00:00,-2.9775,-6.717261,0.0,1.0,7.2,13.1041975
